,index,Filename,Style,Theme,Time,Train,Weight
14112,14112,menu\Xtg_BIX3E78_9_0070.jpg,menu,,,True,1.3228280864947417
12371,12371,smb1_desert_day\zXXtMhjoOCU_12_0052.jpg,smb1,desert,day,True,0.7680699921763864
30022,30022,nsmb_jungle_night\sibl3_fJTds_21_0147.jpg,nsmb,jungle,night,False,1.0
30845,30845,menu\ZtVdrcXYDzQ_4_0099.jpg,menu,,,False,1.0
29787,29787,smb3_jungle_night\yrh5IKPiNZs_18_0572.jpg,smb3,jungle,night,False,1.0
33680,33680,sm3dw_ghosthouse_day\QmVPmh10FVE_0_0083.jpg,sm3dw,ghosthouse,day,False,1.0
16319,16319,smb3_desert_day\Ejn1M5ai_iI_1_0089.jpg,smb3,desert,day,True,0.7350127820986567
21071,21071,nsmb_ice_night\zXXtMhjoOCU_2_0062.jpg,nsmb,ice,night,True,0.9441021606792226
29979,29979,nsmb_jungle_night\sibl3_fJTds_21_0104.jpg,nsmb,jungle,night,False,1.0
15759,15759,smb1_underwater_day\ZtVdrcXYDzQ_12_0723.jpg,smb1,underwater,day,True,0.7414995901944197
25549,25549,sm3dw_ice_day\Ejn1M5ai_iI_8_0045.jpg,sm3dw,ice,day,True,0.47553028005024095
11815,11815,sm3dw_desert_day\0ZI1hJ2Kalo_8_0072.jpg,sm3dw,desert,day,True,0.3049969752850617
29111,29111,smb1_underground_day\sibl3_fJTds_3_0014.jpg,smb1,underground,day,False,1.0
20114,20114,sm3dw_desert_day\bCG_Ex7g9nE_0_0083.jpg,sm3dw,desert,day,True,0.3049969752850617
24376,24376,nsmb_underground_night\yrh5IKPiNZs_6_0190.jpg,nsmb,underground,night,True,1.3528233747194023
3605,3605,smb3_jungle_day\yrh5IKPiNZs_0_0019.jpg,smb3,jungle,day,True,1.6899972093628004
25050,25050,nsmb_castle_day\0ZI1hJ2Kalo_9_0029.jpg,nsmb,castle,day,True,1.648249661736454
22750,22750,menu\Ejn1M5ai_iI_10_0350.jpg,menu,,,True,1.3228280864947417
31916,31916,smw_grass_night\YuVG3cVdCEA_5_0075.jpg,smw,grass,night,False,1.0
11166,11166,menu\jI023XwCR04_2_0203.jpg,menu,,,True,1.3228280864947417
24991,24991,smb1_ghosthouse_night\jI023XwCR04_10_0595.jpg,smb1,ghosthouse,night,True,1.4568652323540725
16298,16298,smb3_desert_day\Ejn1M5ai_iI_1_0068.jpg,smb3,desert,day,True,0.7350127820986567
5689,5689,smw_castle_day\jI023XwCR04_18_0073.jpg,smw,castle,day,True,0.7247328914670338
28283,28283,menu\8y54Wlsyte8_10_0159.jpg,menu,,,True,1.3228280864947417
14203,14203,smb1_ice_day\asAgPrbyePY_8_0002.jpg,smb1,ice,day,True,1.1975218381639878
23549,23549,smb3_airship_night\bCG_Ex7g9nE_10_0158.jpg,smb3,airship,night,True,1.2007242129203555
4858,4858,sm3dw_ice_day\uSdL2GGk7cY_0_0018.jpg,sm3dw,ice,day,True,0.47553028005024095
33442,33442,smw_airship_day\0ZI1hJ2Kalo_10_0006.jpg,smw,airship,day,False,1.0
31297,31297,nsmb_underground_night\yrh5IKPiNZs_14_0109.jpg,nsmb,underground,night,False,1.0
31625,31625,menu\QmVPmh10FVE_10_0074.jpg,menu,,,False,1.0
20673,20673,sm3dw_underground_day\8y54Wlsyte8_14_0070.jpg,sm3dw,underground,day,True,0.6813971040761194
19947,19947,smw_desert_day\8y54Wlsyte8_2_0033.jpg,smw,desert,day,True,0.380906124352441
35125,35125,smb3_desert_night\-mXxAMAA6-Y_8_0085.jpg,smb3,desert,night,False,1.0
11851,11851,menu\bCG_Ex7g9nE_13_0003.jpg,menu,,,True,1.3228280864947417
11210,11210,menu\jI023XwCR04_2_0247.jpg,menu,,,True,1.3228280864947417
13282,13282,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0017.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
25328,25328,nsmb_ghosthouse_day\h082aQwtlR4_3_0076.jpg,nsmb,ghosthouse,day,True,2.3507594541382915
20038,20038,sm3dw_desert_day\bCG_Ex7g9nE_0_0007.jpg,sm3dw,desert,day,True,0.3049969752850617
11625,11625,smb3_ghosthouse_day\h082aQwtlR4_6_0107.jpg,smb3,ghosthouse,day,True,1.9945278471591064
25016,25016,smb1_ghosthouse_night\jI023XwCR04_10_0620.jpg,smb1,ghosthouse,night,True,1.4568652323540725
25714,25714,menu\zXXtMhjoOCU_6_0098.jpg,menu,,,True,1.3228280864947417
29938,29938,nsmb_jungle_night\sibl3_fJTds_21_0063.jpg,nsmb,jungle,night,False,1.0
19553,19553,sm3dw_ice_day\h082aQwtlR4_7_0121.jpg,sm3dw,ice,day,True,0.47553028005024095
31035,31035,nsmb_castle_day\yrh5IKPiNZs_22_0031.jpg,nsmb,castle,day,False,1.0
3572,3572,nsmb_underground_day\-mXxAMAA6-Y_16_0018.jpg,nsmb,underground,day,True,1.9353866006943483
11814,11814,sm3dw_desert_day\0ZI1hJ2Kalo_8_0071.jpg,sm3dw,desert,day,True,0.3049969752850617
28950,28950,smw_underground_day\Ejn1M5ai_iI_5_0020.jpg,smw,underground,day,False,1.0
14647,14647,smb1_ice_night\zXXtMhjoOCU_5_0271.jpg,smb1,ice,night,True,0.8370604270092479
20545,20545,sm3dw_sky_day\QmVPmh10FVE_7_0052.jpg,sm3dw,sky,day,True,0.4971229862651126
8718,8718,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0683.jpg,smb3,ghosthouse,night,True,1.3941627436076967
20761,20761,sm3dw_underground_day\8y54Wlsyte8_14_0158.jpg,sm3dw,underground,day,True,0.6813971040761194
22147,22147,smw_underground_day\jI023XwCR04_14_0012.jpg,smw,underground,day,True,0.8509865706570625
26057,26057,nsmb_ice_night\zXXtMhjoOCU_0_0039.jpg,nsmb,ice,night,True,0.9441021606792226
3976,3976,smw_sky_day\h082aQwtlR4_13_0013.jpg,smw,sky,day,True,0.6208494030072771
13281,13281,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0016.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
2710,2710,nsmb_castle_day\yrh5IKPiNZs_22_0022.jpg,nsmb,castle,day,True,1.648249661736454
34,34,smb3_grass_day\-mXxAMAA6-Y_17_0035.jpg,smb3,grass,day,True,1.0490045659235856
16594,16594,nsmb_airship_night\jI023XwCR04_12_0214.jpg,nsmb,airship,night,True,1.4151789353834578
29564,29564,smb3_jungle_night\yrh5IKPiNZs_18_0349.jpg,smb3,jungle,night,False,1.0
25659,25659,menu\zXXtMhjoOCU_6_0043.jpg,menu,,,True,1.3228280864947417
19299,19299,menu\ZtVdrcXYDzQ_2_0347.jpg,menu,,,True,1.3228280864947417
5766,5766,smw_castle_day\jI023XwCR04_18_0150.jpg,smw,castle,day,True,0.7247328914670338
33070,33070,nsmb_jungle_day\Xtg_BIX3E78_6_0015.jpg,nsmb,jungle,day,False,1.0
3565,3565,nsmb_underground_day\-mXxAMAA6-Y_16_0011.jpg,nsmb,underground,day,True,1.9353866006943483
20684,20684,sm3dw_underground_day\8y54Wlsyte8_14_0081.jpg,sm3dw,underground,day,True,0.6813971040761194
22853,22853,smb1_jungle_night\f6ouZR_ORgo_1_0093.jpg,smb1,jungle,night,True,1.234426573989902
19623,19623,smb1_jungle_day\yrh5IKPiNZs_4_0021.jpg,smb1,jungle,day,True,1.7660048573130427
23614,23614,smb3_airship_night\bCG_Ex7g9nE_10_0223.jpg,smb3,airship,night,True,1.2007242129203555
20539,20539,sm3dw_sky_day\QmVPmh10FVE_7_0046.jpg,sm3dw,sky,day,True,0.4971229862651126
5221,5221,smb3_sky_day\Xtg_BIX3E78_7_0050.jpg,smb3,sky,day,True,1.1980176158743994
14851,14851,smb1_ice_night\zXXtMhjoOCU_5_0475.jpg,smb1,ice,night,True,0.8370604270092479
5515,5515,smw_ice_day\sibl3_fJTds_13_0048.jpg,smw,ice,day,True,0.5938825977433875
9973,9973,smb1_grass_day\yrh5IKPiNZs_20_0028.jpg,smb1,grass,day,True,1.096183560837417
20661,20661,sm3dw_underground_day\8y54Wlsyte8_14_0058.jpg,sm3dw,underground,day,True,0.6813971040761194
5861,5861,nsmb_underground_night\yrh5IKPiNZs_16_0057.jpg,nsmb,underground,night,True,1.3528233747194023
18672,18672,smb1_grass_night\bCG_Ex7g9nE_5_0001.jpg,smb1,grass,night,True,0.7662255921126964
1674,1674,menu\asAgPrbyePY_9_0145.jpg,menu,,,True,1.3228280864947417
28774,28774,smb3_desert_day\-mXxAMAA6-Y_7_0147.jpg,smb3,desert,day,True,0.7350127820986567
3823,3823,nsmb_underground_night\yrh5IKPiNZs_12_0080.jpg,nsmb,underground,night,True,1.3528233747194023
961,961,nsmb_airship_night\sibl3_fJTds_23_0329.jpg,nsmb,airship,night,True,1.4151789353834578
16095,16095,smb1_desert_day\jI023XwCR04_17_0009.jpg,smb1,desert,day,True,0.7680699921763864
33408,33408,nsmb_underground_day\yrh5IKPiNZs_7_0004.jpg,nsmb,underground,day,False,1.0
25836,25836,menu\zXXtMhjoOCU_6_0220.jpg,menu,,,True,1.3228280864947417
22512,22512,menu\Ejn1M5ai_iI_10_0112.jpg,menu,,,True,1.3228280864947417
17253,17253,sm3dw_castle_day\8y54Wlsyte8_0_0121.jpg,sm3dw,castle,day,True,0.5803039795246749
15338,15338,smb1_underwater_day\ZtVdrcXYDzQ_12_0302.jpg,smb1,underwater,day,True,0.7414995901944197
11751,11751,sm3dw_desert_day\0ZI1hJ2Kalo_8_0008.jpg,sm3dw,desert,day,True,0.3049969752850617
34176,34176,menu\asAgPrbyePY_4_0189.jpg,menu,,,False,1.0
12921,12921,nsmb_sky_day\Xtg_BIX3E78_0_0021.jpg,nsmb,sky,day,True,1.4119889279822648
27585,27585,menu\YuVG3cVdCEA_1_0001.jpg,menu,,,True,1.3228280864947417
8195,8195,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0160.jpg,smb3,ghosthouse,night,True,1.3941627436076967
19581,19581,sm3dw_ice_day\h082aQwtlR4_7_0149.jpg,sm3dw,ice,day,True,0.47553028005024095
19053,19053,menu\ZtVdrcXYDzQ_2_0101.jpg,menu,,,True,1.3228280864947417
32170,32170,nsmb_grass_day\sibl3_fJTds_14_0049.jpg,nsmb,grass,day,False,1.0
7526,7526,smw_castle_day\YuVG3cVdCEA_10_0021.jpg,smw,castle,day,True,0.7247328914670338
22851,22851,smb1_jungle_night\f6ouZR_ORgo_1_0091.jpg,smb1,jungle,night,True,1.234426573989902
26779,26779,nsmb_grass_day\QmVPmh10FVE_9_0007.jpg,nsmb,grass,day,True,1.2363614798818052
2083,2083,nsmb_airship_night\sibl3_fJTds_25_0073.jpg,nsmb,airship,night,True,1.4151789353834578
12465,12465,smw_sky_day\zXXtMhjoOCU_3_0007.jpg,smw,sky,day,True,0.6208494030072771
28680,28680,smb3_desert_day\-mXxAMAA6-Y_7_0053.jpg,smb3,desert,day,True,0.7350127820986567
20792,20792,smw_castle_day\QmVPmh10FVE_6_0024.jpg,smw,castle,day,True,0.7247328914670338
9625,9625,smb3_desert_day\YuVG3cVdCEA_7_0042.jpg,smb3,desert,day,True,0.7350127820986567
7531,7531,smw_castle_day\YuVG3cVdCEA_10_0026.jpg,smw,castle,day,True,0.7247328914670338
28058,28058,menu\8y54Wlsyte8_11_0174.jpg,menu,,,True,1.3228280864947417
33450,33450,smw_airship_day\0ZI1hJ2Kalo_10_0014.jpg,smw,airship,day,False,1.0
21428,21428,menu\ZtVdrcXYDzQ_0_0222.jpg,menu,,,True,1.3228280864947417
3461,3461,menu\jI023XwCR04_21_0177.jpg,menu,,,True,1.3228280864947417
26389,26389,smw_ghosthouse_day\-mXxAMAA6-Y_5_0025.jpg,smw,ghosthouse,day,True,1.033625388126133
5519,5519,smw_ice_day\sibl3_fJTds_13_0052.jpg,smw,ice,day,True,0.5938825977433875
26982,26982,smw_grass_night\Xtg_BIX3E78_4_0005.jpg,smw,grass,night,True,0.379991437817136
34763,34763,nsmb_desert_night\6kj1CljrOSs_4_0134.jpg,nsmb,desert,night,False,1.0
28540,28540,nsmb_castle_day\bCG_Ex7g9nE_2_0086.jpg,nsmb,castle,day,True,1.648249661736454
3225,3225,nsmb_airship_day\sibl3_fJTds_24_0139.jpg,nsmb,airship,day,True,2.0245941933802953
4128,4128,smw_desert_day\0ZI1hJ2Kalo_7_0042.jpg,smw,desert,day,True,0.380906124352441
29,29,smb3_grass_day\-mXxAMAA6-Y_17_0030.jpg,smb3,grass,day,True,1.0490045659235856
28544,28544,nsmb_castle_day\bCG_Ex7g9nE_2_0090.jpg,nsmb,castle,day,True,1.648249661736454
34225,34225,nsmb_sky_night\8y54Wlsyte8_13_0016.jpg,nsmb,sky,night,False,1.0
24775,24775,smb1_ghosthouse_night\jI023XwCR04_10_0379.jpg,smb1,ghosthouse,night,True,1.4568652323540725
23606,23606,smb3_airship_night\bCG_Ex7g9nE_10_0215.jpg,smb3,airship,night,True,1.2007242129203555
30312,30312,nsmb_jungle_night\sibl3_fJTds_21_0437.jpg,nsmb,jungle,night,False,1.0
16819,16819,nsmb_airship_night\jI023XwCR04_12_0439.jpg,nsmb,airship,night,True,1.4151789353834578
24837,24837,smb1_ghosthouse_night\jI023XwCR04_10_0441.jpg,smb1,ghosthouse,night,True,1.4568652323540725
6696,6696,smb3_jungle_night\h082aQwtlR4_5_0566.jpg,smb3,jungle,night,True,1.181297693812866
31328,31328,nsmb_underground_night\yrh5IKPiNZs_14_0140.jpg,nsmb,underground,night,False,1.0
20369,20369,smw_ghosthouse_night\6kj1CljrOSs_7_0248.jpg,smw,ghosthouse,night,True,0.7224978127154451
12227,12227,smw_grass_night\asAgPrbyePY_0_0066.jpg,smw,grass,night,True,0.379991437817136
26995,26995,smw_grass_night\Xtg_BIX3E78_4_0018.jpg,smw,grass,night,True,0.379991437817136
22728,22728,menu\Ejn1M5ai_iI_10_0328.jpg,menu,,,True,1.3228280864947417
22139,22139,smw_underground_day\jI023XwCR04_14_0004.jpg,smw,underground,day,True,0.8509865706570625
20896,20896,sm3dw_ice_day\6kj1CljrOSs_3_0099.jpg,sm3dw,ice,day,True,0.47553028005024095
20606,20606,sm3dw_underground_day\8y54Wlsyte8_14_0003.jpg,sm3dw,underground,day,True,0.6813971040761194
33189,33189,smb3_castle_day\h082aQwtlR4_9_0070.jpg,smb3,castle,day,False,1.0
29873,29873,smb3_jungle_night\yrh5IKPiNZs_18_0658.jpg,smb3,jungle,night,False,1.0
21724,21724,sm3dw_underground_day\-mXxAMAA6-Y_2_0026.jpg,sm3dw,underground,day,True,0.6813971040761194
22522,22522,menu\Ejn1M5ai_iI_10_0122.jpg,menu,,,True,1.3228280864947417
3271,3271,sm3dw_underground_day\uSdL2GGk7cY_3_0030.jpg,sm3dw,underground,day,True,0.6813971040761194
30298,30298,nsmb_jungle_night\sibl3_fJTds_21_0423.jpg,nsmb,jungle,night,False,1.0
5470,5470,smw_ice_day\sibl3_fJTds_13_0003.jpg,smw,ice,day,True,0.5938825977433875
29372,29372,smb3_jungle_night\yrh5IKPiNZs_18_0157.jpg,smb3,jungle,night,False,1.0
8304,8304,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0269.jpg,smb3,ghosthouse,night,True,1.3941627436076967
25066,25066,nsmb_castle_day\0ZI1hJ2Kalo_9_0045.jpg,nsmb,castle,day,True,1.648249661736454
1385,1385,nsmb_castle_day\ZtVdrcXYDzQ_14_0006.jpg,nsmb,castle,day,True,1.648249661736454
9656,9656,smb3_desert_day\YuVG3cVdCEA_7_0073.jpg,smb3,desert,day,True,0.7350127820986567
7900,7900,menu\bCG_Ex7g9nE_6_0225.jpg,menu,,,True,1.3228280864947417
23691,23691,smb3_airship_night\bCG_Ex7g9nE_10_0300.jpg,smb3,airship,night,True,1.2007242129203555
12846,12846,menu\Ejn1M5ai_iI_2_0206.jpg,menu,,,True,1.3228280864947417
27860,27860,menu\YuVG3cVdCEA_1_0276.jpg,menu,,,True,1.3228280864947417
32146,32146,nsmb_grass_day\sibl3_fJTds_14_0025.jpg,nsmb,grass,day,False,1.0
16964,16964,smw_jungle_night\8y54Wlsyte8_12_0042.jpg,smw,jungle,night,True,0.6121846275543262
35301,35301,smb3_desert_night\-mXxAMAA6-Y_8_0261.jpg,smb3,desert,night,False,1.0
33666,33666,sm3dw_ghosthouse_day\QmVPmh10FVE_0_0069.jpg,sm3dw,ghosthouse,day,False,1.0
25912,25912,menu\zXXtMhjoOCU_6_0296.jpg,menu,,,True,1.3228280864947417
6205,6205,smb3_jungle_night\h082aQwtlR4_5_0075.jpg,smb3,jungle,night,True,1.181297693812866
19103,19103,menu\ZtVdrcXYDzQ_2_0151.jpg,menu,,,True,1.3228280864947417
4840,4840,smw_grass_day\QmVPmh10FVE_5_0018.jpg,smw,grass,day,True,0.5436262788425023
12207,12207,smw_grass_night\asAgPrbyePY_0_0046.jpg,smw,grass,night,True,0.379991437817136
19228,19228,menu\ZtVdrcXYDzQ_2_0276.jpg,menu,,,True,1.3228280864947417
25589,25589,sm3dw_ice_day\Ejn1M5ai_iI_8_0085.jpg,sm3dw,ice,day,True,0.47553028005024095
33431,33431,nsmb_underground_day\yrh5IKPiNZs_7_0027.jpg,nsmb,underground,day,False,1.0
20200,20200,smw_ghosthouse_night\6kj1CljrOSs_7_0079.jpg,smw,ghosthouse,night,True,0.7224978127154451
29933,29933,nsmb_jungle_night\sibl3_fJTds_21_0058.jpg,nsmb,jungle,night,False,1.0
21492,21492,menu\ZtVdrcXYDzQ_0_0286.jpg,menu,,,True,1.3228280864947417
19108,19108,menu\ZtVdrcXYDzQ_2_0156.jpg,menu,,,True,1.3228280864947417
20808,20808,sm3dw_ice_day\6kj1CljrOSs_3_0011.jpg,sm3dw,ice,day,True,0.47553028005024095
3444,3444,menu\jI023XwCR04_21_0160.jpg,menu,,,True,1.3228280864947417
32837,32837,nsmb_grass_day\8y54Wlsyte8_7_0102.jpg,nsmb,grass,day,False,1.0
17071,17071,smw_jungle_night\8y54Wlsyte8_12_0149.jpg,smw,jungle,night,True,0.6121846275543262
20075,20075,sm3dw_desert_day\bCG_Ex7g9nE_0_0044.jpg,sm3dw,desert,day,True,0.3049969752850617
15730,15730,smb1_underwater_day\ZtVdrcXYDzQ_12_0694.jpg,smb1,underwater,day,True,0.7414995901944197
21260,21260,menu\ZtVdrcXYDzQ_0_0054.jpg,menu,,,True,1.3228280864947417
19718,19718,smb1_jungle_day\yrh5IKPiNZs_4_0116.jpg,smb1,jungle,day,True,1.7660048573130427
18664,18664,menu\Ejn1M5ai_iI_7_0287.jpg,menu,,,True,1.3228280864947417
11632,11632,smb3_ghosthouse_day\h082aQwtlR4_6_0114.jpg,smb3,ghosthouse,day,True,1.9945278471591064
12644,12644,menu\Ejn1M5ai_iI_2_0004.jpg,menu,,,True,1.3228280864947417
10101,10101,nsmb_castle_night\zXXtMhjoOCU_13_0011.jpg,nsmb,castle,night,True,1.1521164138319717
28756,28756,smb3_desert_day\-mXxAMAA6-Y_7_0129.jpg,smb3,desert,day,True,0.7350127820986567
32190,32190,nsmb_grass_day\sibl3_fJTds_14_0069.jpg,nsmb,grass,day,False,1.0
25410,25410,sm3dw_sky_day\sibl3_fJTds_8_0006.jpg,sm3dw,sky,day,True,0.4971229862651126
393,393,smw_sky_day\zXXtMhjoOCU_9_0021.jpg,smw,sky,day,True,0.6208494030072771
32409,32409,smb3_underground_day\jI023XwCR04_4_0018.jpg,smb3,underground,day,False,1.0
8827,8827,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0792.jpg,smb3,ghosthouse,night,True,1.3941627436076967
28824,28824,sm3dw_ice_day\uSdL2GGk7cY_2_0014.jpg,sm3dw,ice,day,False,1.0
5659,5659,smw_castle_day\jI023XwCR04_18_0043.jpg,smw,castle,day,True,0.7247328914670338
8128,8128,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0093.jpg,smb3,ghosthouse,night,True,1.3941627436076967
5166,5166,smw_castle_night\-mXxAMAA6-Y_1_0142.jpg,smw,castle,night,True,0.5065838503030027
35912,35912,smb3_desert_night\-mXxAMAA6-Y_8_0872.jpg,smb3,desert,night,False,1.0
36129,36129,smb3_desert_night\-mXxAMAA6-Y_8_1089.jpg,smb3,desert,night,False,1.0
23887,23887,smb3_airship_night\bCG_Ex7g9nE_10_0496.jpg,smb3,airship,night,True,1.2007242129203555
14913,14913,smb1_ice_night\zXXtMhjoOCU_5_0537.jpg,smb1,ice,night,True,0.8370604270092479
15488,15488,smb1_underwater_day\ZtVdrcXYDzQ_12_0452.jpg,smb1,underwater,day,True,0.7414995901944197
15733,15733,smb1_underwater_day\ZtVdrcXYDzQ_12_0697.jpg,smb1,underwater,day,True,0.7414995901944197
35072,35072,smb3_desert_night\-mXxAMAA6-Y_8_0032.jpg,smb3,desert,night,False,1.0
35187,35187,smb3_desert_night\-mXxAMAA6-Y_8_0147.jpg,smb3,desert,night,False,1.0
11204,11204,menu\jI023XwCR04_2_0241.jpg,menu,,,True,1.3228280864947417
15498,15498,smb1_underwater_day\ZtVdrcXYDzQ_12_0462.jpg,smb1,underwater,day,True,0.7414995901944197
4061,4061,sm3dw_grass_day\bCG_Ex7g9nE_1_0003.jpg,sm3dw,grass,day,True,0.4352893275588893
30153,30153,nsmb_jungle_night\sibl3_fJTds_21_0278.jpg,nsmb,jungle,night,False,1.0
3247,3247,sm3dw_underground_day\uSdL2GGk7cY_3_0006.jpg,sm3dw,underground,day,True,0.6813971040761194
31439,31439,sm3dw_grass_day\Xtg_BIX3E78_5_0011.jpg,sm3dw,grass,day,False,1.0
11195,11195,menu\jI023XwCR04_2_0232.jpg,menu,,,True,1.3228280864947417
11570,11570,smb3_ghosthouse_day\h082aQwtlR4_6_0052.jpg,smb3,ghosthouse,day,True,1.9945278471591064
35491,35491,smb3_desert_night\-mXxAMAA6-Y_8_0451.jpg,smb3,desert,night,False,1.0
15054,15054,smb1_underwater_day\ZtVdrcXYDzQ_12_0018.jpg,smb1,underwater,day,True,0.7414995901944197
24556,24556,smb1_ghosthouse_night\jI023XwCR04_10_0160.jpg,smb1,ghosthouse,night,True,1.4568652323540725
35243,35243,smb3_desert_night\-mXxAMAA6-Y_8_0203.jpg,smb3,desert,night,False,1.0
32406,32406,smb3_underground_day\jI023XwCR04_4_0015.jpg,smb3,underground,day,False,1.0
35077,35077,smb3_desert_night\-mXxAMAA6-Y_8_0037.jpg,smb3,desert,night,False,1.0
33125,33125,smb3_castle_day\h082aQwtlR4_9_0006.jpg,smb3,castle,day,False,1.0
32479,32479,nsmb_underground_day\yrh5IKPiNZs_13_0013.jpg,nsmb,underground,day,False,1.0
463,463,sm3dw_castle_day\0ZI1hJ2Kalo_12_0029.jpg,sm3dw,castle,day,True,0.5803039795246749
32934,32934,smb1_grass_day\ZtVdrcXYDzQ_5_0034.jpg,smb1,grass,day,False,1.0
11623,11623,smb3_ghosthouse_day\h082aQwtlR4_6_0105.jpg,smb3,ghosthouse,day,True,1.9945278471591064
16431,16431,nsmb_airship_night\jI023XwCR04_12_0051.jpg,nsmb,airship,night,True,1.4151789353834578
17201,17201,sm3dw_castle_day\8y54Wlsyte8_0_0069.jpg,sm3dw,castle,day,True,0.5803039795246749
16803,16803,nsmb_airship_night\jI023XwCR04_12_0423.jpg,nsmb,airship,night,True,1.4151789353834578
11974,11974,menu\bCG_Ex7g9nE_13_0126.jpg,menu,,,True,1.3228280864947417
13161,13161,smb1_grass_night\sibl3_fJTds_2_0111.jpg,smb1,grass,night,True,0.7662255921126964
30471,30471,sm3dw_ghosthouse_day\0ZI1hJ2Kalo_13_0064.jpg,sm3dw,ghosthouse,day,False,1.0
31457,31457,smw_grass_night\ZtVdrcXYDzQ_6_0001.jpg,smw,grass,night,False,1.0
11978,11978,menu\bCG_Ex7g9nE_13_0130.jpg,menu,,,True,1.3228280864947417
15638,15638,smb1_underwater_day\ZtVdrcXYDzQ_12_0602.jpg,smb1,underwater,day,True,0.7414995901944197
20340,20340,smw_ghosthouse_night\6kj1CljrOSs_7_0219.jpg,smw,ghosthouse,night,True,0.7224978127154451
15558,15558,smb1_underwater_day\ZtVdrcXYDzQ_12_0522.jpg,smb1,underwater,day,True,0.7414995901944197
29670,29670,smb3_jungle_night\yrh5IKPiNZs_18_0455.jpg,smb3,jungle,night,False,1.0
15835,15835,smb1_underwater_day\ZtVdrcXYDzQ_12_0799.jpg,smb1,underwater,day,True,0.7414995901944197
15500,15500,smb1_underwater_day\ZtVdrcXYDzQ_12_0464.jpg,smb1,underwater,day,True,0.7414995901944197
27257,27257,menu\uSdL2GGk7cY_4_0133.jpg,menu,,,True,1.3228280864947417
19917,19917,smw_desert_day\8y54Wlsyte8_2_0003.jpg,smw,desert,day,True,0.380906124352441
28736,28736,smb3_desert_day\-mXxAMAA6-Y_7_0109.jpg,smb3,desert,day,True,0.7350127820986567
17808,17808,smb3_castle_day\bCG_Ex7g9nE_12_0134.jpg,smb3,castle,day,True,1.3984756473558513
8293,8293,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0258.jpg,smb3,ghosthouse,night,True,1.3941627436076967
31542,31542,smw_grass_night\ZtVdrcXYDzQ_6_0086.jpg,smw,grass,night,False,1.0
9485,9485,menu\f6ouZR_ORgo_2_0076.jpg,menu,,,True,1.3228280864947417
10141,10141,nsmb_castle_night\zXXtMhjoOCU_13_0051.jpg,nsmb,castle,night,True,1.1521164138319717
402,402,smw_sky_day\zXXtMhjoOCU_9_0030.jpg,smw,sky,day,True,0.6208494030072771
33509,33509,smw_ghosthouse_day\h082aQwtlR4_12_0004.jpg,smw,ghosthouse,day,False,1.0
12013,12013,smb1_sky_day\YuVG3cVdCEA_4_0015.jpg,smb1,sky,day,True,1.2518984747782453
5743,5743,smw_castle_day\jI023XwCR04_18_0127.jpg,smw,castle,day,True,0.7247328914670338
12220,12220,smw_grass_night\asAgPrbyePY_0_0059.jpg,smw,grass,night,True,0.379991437817136
26861,26861,smb1_underground_day\jI023XwCR04_1_0036.jpg,smb1,underground,day,True,1.7159536349749198
19828,19828,smb1_grass_night\sibl3_fJTds_0_0076.jpg,smb1,grass,night,True,0.7662255921126964
20230,20230,smw_ghosthouse_night\6kj1CljrOSs_7_0109.jpg,smw,ghosthouse,night,True,0.7224978127154451
10770,10770,menu\jI023XwCR04_21_0077.jpg,menu,,,True,1.3228280864947417
12363,12363,smb1_desert_day\zXXtMhjoOCU_12_0044.jpg,smb1,desert,day,True,0.7680699921763864
7811,7811,menu\bCG_Ex7g9nE_6_0136.jpg,menu,,,True,1.3228280864947417
15634,15634,smb1_underwater_day\ZtVdrcXYDzQ_12_0598.jpg,smb1,underwater,day,True,0.7414995901944197
26151,26151,nsmb_ice_night\zXXtMhjoOCU_0_0133.jpg,nsmb,ice,night,True,0.9441021606792226
32539,32539,sm3dw_castle_day\asAgPrbyePY_2_0021.jpg,sm3dw,castle,day,False,1.0
26980,26980,smw_grass_night\Xtg_BIX3E78_4_0003.jpg,smw,grass,night,True,0.379991437817136
3021,3021,nsmb_sky_day\Ejn1M5ai_iI_0_0123.jpg,nsmb,sky,day,True,1.4119889279822648
1378,1378,smb1_underground_day\f6ouZR_ORgo_3_0150.jpg,smb1,underground,day,True,1.7159536349749198
11798,11798,sm3dw_desert_day\0ZI1hJ2Kalo_8_0055.jpg,sm3dw,desert,day,True,0.3049969752850617
15498,15498,smb1_underwater_day\ZtVdrcXYDzQ_12_0462.jpg,smb1,underwater,day,True,0.7414995901944197
22746,22746,menu\Ejn1M5ai_iI_10_0346.jpg,menu,,,True,1.3228280864947417
17673,17673,nsmb_grass_day\sibl3_fJTds_7_0155.jpg,nsmb,grass,day,True,1.2363614798818052
